Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,TotRmsAbvGrd,WoodDeckSF,YrSold,1stFlrSF
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,1.4825348209300655,1.6452097110066422,-0.4855068658674169
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,1.4585914924430146,1.6452097110066422,0.8522933148106405
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,1.7243216724286394
0,0,1,0,0,0,0,0,1,0,1.527656289595623,1.0355926891717806,1.6452097110066422,0.30371761209546033
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,0.32183096077001816
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.6019498216324316
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.17951179261277803
0,0,1,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.1199965041106594
0,1,0,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.8988704971166465
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,-0.08183795254869937
0,1,0,0,0,0,0,0,0,1,2.1431028080309455,-0.7521758378613592,1.6452097110066422,1.462971927267162
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,1.9830837963508943
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.37165153134162476
0,1,0,0,0,0,0,0,1,0,-0.934129784145668,1.1473282221113519,1.6452097110066422,-0.08960081626636701
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,-0.4169692390426455,1.6452097110066422,1.1421068936035659
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,1.259063755050923,1.6452097110066422,0.82124185993997
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.050786497678028786
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.11223364039299176
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,1.0800039838622248
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.8555367030762413
0,1,0,0,0,0,0,1,0,0,-1.5495763025809908,-0.7521758378613592,1.6452097110066422,-0.2552085755766101
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.4932697295850845
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.4518677897575238
1,0,0,0,0,0,0,0,0,1,-1.5495763025809908,-0.7521758378613592,1.6452097110066422,-0.45963065347519144
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,2.552003493351676,1.6452097110066422,-0.8969386429038021
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.03201738197709276
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,4.491413100802806,1.6452097110066422,0.6012940546060533
0,0,1,0,0,0,0,0,0,1,1.527656289595623,-0.0817626402239318,1.6452097110066422,-0.01455980032891311
0,0,1,0,0,0,0,0,0,1,-0.934129784145668,-0.34513925358149256,1.6452097110066422,-0.5864240941970963
0,1,0,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.47708823512337106
0,0,1,0,0,0,0,1,0,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.8684748092723541
1,0,0,0,0,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.35095056142784437
1,0,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.2655590605335003
1,0,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.8555367030762413
1,0,0,0,0,0,0,0,1,0,0.29676325272497744,-0.3211959250944416,1.6452097110066422,-0.6019498216324316
0,0,0,0,1,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.01455980032891311
1,0,0,0,0,0,0,1,0,0,3.373995844901591,-0.7521758378613592,1.6452097110066422,-0.08960081626636701
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.7623823384642295
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.34318769771017676
1,0,0,0,0,0,0,0,1,0,0.9122097711603002,-0.7521758378613592,1.6452097110066422,-0.006796936611245465
1,0,0,0,0,0,0,0,1,0,-1.5495763025809908,0.32527394405593485,1.6452097110066422,-1.0289073261041521
1,0,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-1.4351638606620922
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.8141347632486805
0,1,0,0,0,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.5372592906518678
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,1.0116493606847297,1.6452097110066422,-0.9900930075158139
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,1.6900436678178408,1.6452097110066422,-1.5904211350154451
1,0,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.6071250641108766
1,0,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.24485809061971991
0,1,0,0,0,0,0,0,0,1,1.527656289595623,0.5248016814480263,1.6452097110066422,-0.7106299136797786
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,1.9933258286538198,1.6452097110066422,-0.9900930075158139
1,0,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-1.2954323137440744
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,1.325828001588367
1,0,0,0,0,0,0,0,0,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-1.132412175673054
1,0,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.12775936782832706
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-1.4558648305758726
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.570898366761761
1,0,0,0,0,0,0,0,0,1,0.29676325272497744,-0.30523370610307426,1.6452097110066422,-0.5864240941970963
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,1.732084536146307
0,1,0,0,0,0,0,0,1,0,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.7002794287228884
0,1,0,0,0,0,0,0,0,1,-1.5495763025809908,1.051554908163148,1.6452097110066422,-0.7727328234211197
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,0.5443663873431573
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,0.7801971853099035,1.6452097110066422,-1.1453502818691668
0,1,0,0,0,0,0,0,0,1,-1.5495763025809908,3.2064544719977364,1.6452097110066422,0.8290047236576377
1,0,0,0,0,0,0,0,0,1,-1.5495763025809908,-0.11368707820666644,1.6452097110066422,-1.052195917257155
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,1.9294769526883504,1.6452097110066422,-0.11806464989781504
0,1,0,0,0,0,0,1,0,0,0.9122097711603002,-0.7521758378613592,1.6452097110066422,-0.28626003044728066
0,1,0,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.22933236318438463
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,0.01649165454175747
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,1.1632904411027192,1.6452097110066422,0.024254518259425116
0,0,1,0,0,0,0,0,1,0,-0.934129784145668,-0.7521758378613592,1.6452097110066422,0.8936952546382013
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,0.3502947944014662
0,1,0,0,0,0,0,0,1,0,-1.5495763025809908,-0.7521758378613592,1.6452097110066422,0.6996236616965102
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,2.8393234351962877,1.6452097110066422,-0.513970699498865
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.15363558022055254
0,0,1,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.8581243243154638
0,0,1,0,0,0,0,0,0,1,-1.5495763025809908,-0.1855170636678194,1.6452097110066422,-0.5113830782596424
0,0,1,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,-0.7002794287228884
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,1.7698547627746772,1.6452097110066422,-0.35353818266706694
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.7416813685504492
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,0.7482727473271689,1.6452097110066422,2.109877237072799
0,0,1,0,0,0,0,0,1,0,1.527656289595623,1.8895714052099322,1.6452097110066422,-0.30696100036106105
0,0,1,0,0,0,0,0,1,0,-1.5495763025809908,0.36517949153435314,1.6452097110066422,-0.8141347632486805
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-1.3523599810069706
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.2733092681203396,1.6452097110066422,-0.44151730480063356
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,1.2989693025293414,1.6452097110066422,0.08635742800076628
0,1,0,0,0,0,0,1,0,0,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.9590415526451432
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.17240469592148855
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.5243211844557552
1,0,0,0,0,0,0,1,0,0,-0.934129784145668,-0.7521758378613592,1.6452097110066422,0.34511955192302113
0,1,0,0,0,0,0,0,0,1,-1.5495763025809908,-0.7521758378613592,1.6452097110066422,-0.7934337933349002
0,0,0,1,0,0,0,0,0,1,2.1431028080309455,-0.7521758378613592,1.6452097110066422,-0.7779080658995648
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,-0.6951041862444434
1,0,0,0,0,0,0,0,0,1,0.9122097711603002,-0.7521758378613592,1.6452097110066422,0.16139844393822017
0,1,0,0,0,0,0,0,0,1,2.7585493264662686,-0.7521758378613592,1.6452097110066422,-0.15687896848615326
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,-0.6899289437659982
0,1,0,0,0,0,0,0,1,0,-1.5495763025809908,0.3731606010300368,1.6452097110066422,-0.33283721275328654
0,1,0,0,0,0,0,0,1,0,-0.934129784145668,0.14170842565521066,1.6452097110066422,0.07341932180465353
1,0,0,0,0,0,0,0,0,1,-1.5495763025809908,-0.7521758378613592,1.6452097110066422,-1.6111221049292255
1,0,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-1.1272369331946088
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.5450221543695355
0,0,1,0,0,0,0,0,1,0,-0.934129784145668,0.2694061775861492,1.6452097110066422,1.250786985650913
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,-0.7521758378613592,1.6452097110066422,-0.32766197027484145
0,1,0,0,0,0,0,0,1,0,-0.31868326571034533,2.2407402230200133,1.6452097110066422,0.3166557182915731
0,1,0,0,0,0,0,0,0,1,1.527656289595623,-0.7521758378613592,1.6452097110066422,2.2910107238183772
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,0.04593511170700675,1.6452097110066422,0.4745006138841485
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,1.6452097110066422,0.13293461030677214
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,0.04593511170700675,1.6452097110066422,-1.0832473721278255
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,1.6452097110066422,0.26231567226789954
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,1.6452097110066422,0.6918607979788426
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,1.8656280767228812,1.6452097110066422,0.4693253714057034
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,0.6365372143875976,1.6452097110066422,-0.5631355030440933
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,0.8440460612753727,1.6452097110066422,-1.5955963774938902
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-1.5955963774938902
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-1.5955963774938902
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,1.6452097110066422,-0.7468566110288942
0,1,0,0,0,0,0,0,1,0,-0.934129784145668,2.6876823547782984,1.6452097110066422,-0.8529490818370188
0,0,1,0,0,0,0,0,0,1,2.1431028080309455,0.8440460612753727,1.6452097110066422,0.13810985278521723
0,0,1,0,0,0,0,0,0,1,-0.31868326571034533,-0.5765914289563188,1.6452097110066422,-1.3937619208345313
0,1,0,0,0,0,0,0,0,1,0.9122097711603002,1.538402587399851,1.6452097110066422,-0.7727328234211197
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,0.2773872870818329,1.6452097110066422,1.6570435202088531
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,0.5407639004393937,1.6452097110066422,-0.02749790652502585
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,0.8919935999782177,-0.7261556411151139
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.11368707820666644,0.8919935999782177,0.7022112829357328
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,1.259063755050923,0.8919935999782177,-0.5631355030440933
0,0,1,0,0,0,0,0,1,0,1.527656289595623,0.20555730162067995,0.8919935999782177,-0.4001153649730728
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.36908258206854355,0.8919935999782177,-0.5294964269342002
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,0.7003860903530669,0.8919935999782177,3.517543191209865
0,0,1,0,0,0,0,0,0,1,-0.934129784145668,0.5886505574134956,0.8919935999782177,0.8160666174615249
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,-0.3371581440858089,0.8919935999782177,1.4784976547024973
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,1.2909881930336577,0.8919935999782177,-1.0651340234532678
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-0.5450221543695355
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-1.1789893579790598
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,-0.7521758378613592,0.8919935999782177,0.07083170056543098
0,0,1,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,0.8919935999782177,-0.5605478818048708
0,1,0,0,0,0,0,0,1,0,0.9122097711603002,0.7801971853099035,0.8919935999782177,-0.022322664046580756
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,1.259063755050923,0.8919935999782177,1.3154775166314767
0,1,0,0,0,0,0,0,1,0,1.527656289595623,0.6684616523703322,0.8919935999782177,0.9739115130541003
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,0.8919935999782177,1.4086318812434884
0,0,1,0,0,0,1,0,0,0,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-0.3794143950592924
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-0.2707343030119454
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,1.0435737986674642,0.8919935999782177,-0.4932697295850845
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,0.8919935999782177,1.1860964546703494
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,0.8919935999782177,-0.1206522711370376
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.43293145803401284,0.8919935999782177,0.07859456428309863
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,0.8919935999782177,0.0449554881732055
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,0.8919935999782177,-0.2914352729257258
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,0.9238571562322093,0.8919935999782177,-0.7727328234211197
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,0.8440460612753727,0.8919935999782177,-0.7727328234211197
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,0.8919935999782177,-1.7586165155649107
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,0.8919935999782177,-1.7586165155649107
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,0.10978398767247603,0.8919935999782177,-0.9279900977744726
0,1,0,0,0,0,0,0,0,1,-1.5495763025809908,-0.7521758378613592,0.8919935999782177,-0.27849716672961305
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,-0.7521758378613592,0.8919935999782177,-0.7960214145741227
0,1,0,0,0,0,0,0,0,1,0.29676325272497744,0.10978398767247603,0.8919935999782177,-0.9279900977744726
0,1,0,0,0,0,0,0,0,1,-0.31868326571034533,0.4210472580041388,0.8919935999782177,-0.7960214145741227
0,1,0,0,0,0,0,0,0,1,-0.934129784145668,0.4449905864911897,0.8919935999782177,-0.8451862181193511
0,0,1,0,0,0,0,0,0,1,-0.934129784145668,-0.7521758378613592,0.8919935999782177,-0.1103017861801474
0,0,1,0,0,0,1,0,0,0,2.1431028080309455,0.32527394405593485,0.8919935999782177,1.6337549290558502
0,0,1,0,0,0,1,0,0,0,0.9122097711603002,-0.7521758378613592,0.8919935999782177,0.5236654174293769
0,0,1,0,0,0,1,0,0,0,0.29676325272497744,0.7801971853099035,0.8919935999782177,2.218557329120146
0,0,1,0,0,0,1,0,0,0,0.9122097711603002,2.1210235805847586,0.8919935999782177,3.9108616195716928
0,0,1,0,0,0,1,0,0,0,0.29676325272497744,1.7937980912617282,0.8919935999782177,1.4836728971809423
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,0.03795400221132309,0.8919935999782177,1.6027034741851796
0,0,1,0,0,0,1,0,0,0,2.1431028080309455,0.7801971853099035,0.8919935999782177,0.8936952546382013
0,0,1,0,0,0,1,0,0,0,0.9122097711603002,0.5886505574134956,0.8919935999782177,1.5017862458555002
0,0,1,0,0,0,1,0,0,0,-0.31868326571034533,0.7163483093444342,0.8919935999782177,0.9532105431403199
0,0,1,0,0,0,1,0,0,0,0.29676325272497744,0.8440460612753727,0.8919935999782177,1.6699816264049658
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,0.5647072289264446,0.8919935999782177,1.5457758069222836
0,0,1,0,0,0,1,0,0,0,2.1431028080309455,-0.7521758378613592,0.8919935999782177,3.336409704464287
0,0,1,0,0,0,0,0,1,0,2.1431028080309455,0.15767064464657798,0.8919935999782177,-0.1491161047684856
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,1.0834793461458825,0.8919935999782177,1.1472821360820111
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,0.7801971853099035,0.8919935999782177,0.5055520687548191
0,0,1,0,0,0,0,0,1,0,-0.934129784145668,0.6046127764048629,0.8919935999782177,0.3709957643152466
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,0.7801971853099035,0.8919935999782177,0.5055520687548191
0,0,1,0,0,0,1,0,0,0,0.9122097711603002,1.051554908163148,0.8919935999782177,3.439914554033189
0,0,1,0,0,0,1,0,0,0,0.9122097711603002,0.907894937240842,0.8919935999782177,2.684329152180205
0,0,1,0,0,0,1,0,0,0,-0.31868326571034533,1.0914604556415661,0.8919935999782177,1.8666408405858794
0,0,1,0,0,0,1,0,0,0,-0.31868326571034533,0.7801971853099035,0.8919935999782177,0.7591389501986289
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,0.9877060321976786,0.8919935999782177,1.4215699874396013
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,0.4290283674998224,0.8919935999782177,0.6271702669982788
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,0.04593511170700675,0.8919935999782177,-1.1246493119553864
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,-0.4648558960167475,0.8919935999782177,-1.080659750888603
0,0,1,0,0,0,0,0,1,0,-0.934129784145668,0.04593511170700675,0.8919935999782177,0.14846033774210743
0,0,1,0,0,0,0,0,1,0,-0.31868326571034533,0.04593511170700675,0.8919935999782177,-1.0832473721278255
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,0.20555730162067995,0.8919935999782177,-0.7623823384642295
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,1.6421570108437387,0.8919935999782177,-0.8193100057271256
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,-0.7521758378613592,0.8919935999782177,-0.9228148552960276
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,0.04593511170700675,0.8919935999782177,-1.2022779491320628
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,-0.7521758378613592,0.8919935999782177,-0.736506126072004
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-1.0832473721278255
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-0.8891757791861344
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-1.0056187349511492
0,0,1,0,0,0,0,0,1,0,0.9122097711603002,1.6261947918523714,0.8919935999782177,0.15622320145977509
0,0,1,0,0,0,0,0,0,1,0.29676325272497744,-0.7521758378613592,0.8919935999782177,-1.0056187349511492
0,0,1,0,0,0,0,0,1,0,2.1431028080309455,1.259063755050923,0.8919935999782177,0.7850151625908544
0,0,1,0,0,0,0,0,1,0,0.29676325272497744,0.7003860903530669,0.8919935999782177,2.3298250424067155
